Welches sind die beiden Pflichtversicherungen für Taxi- & Mietwagenunternehmen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Kfz-Haftpflichtversicherunggesetzliche Unfallversicherung (UV) der Berufsgenossenschaft (Sozialversicherung),Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Aufgaben der Berufsgenossenschaft?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Die BG gibt Unfallverhütungsvorschriften (UVV) heraus und überwacht deren Einhaltung.Bei Arbeitsunfällen zahlt sie Krankheitskosten ReHa-Kosten Unfallrenten,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Nenne Sachversicherungen im TuM-Gewerbe! (4),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Alle Kfz-Versicherungen Transportversicherung Betriebshaftpflichversicherung Gepäckversicherung,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wie heißt die für das TuM-Gewerbe zuständige Berufsgenossenschaft?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Berufsgenossenschaft für Transport und Verkehrswirtschaft Hamburg,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Zu wieviel % muss der Unternehmer den BG-Beitrag zahlen?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),100%,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche Einrichtungen darf Unfallverhütungsvorschriften erlassen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Doe zuständige Berufsgenossenschaft,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wie hoch sind die Kfz-Mindestversicherungssummen?(3),An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Für Personenschäden 75 Mio. €Für Sachschäden 112 Mio. €Für Vermögensschäden 50.00000€,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Kann man die Haftung für Personenschäden ausschließen?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Nein das ist unzulässig und nichtig,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Gibt es Pflichtmitgliedschaften für TuM-Unternehmer?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,IHK Berufsgenossenschaft,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Beispiele für Personenversicherungen im TuM-Gewerbe? (4),Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Lebensversicherung Unfallversicherung Krankenversicherung Rechtschutzversicherung,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was bedeutet Eigentumsvorbehalt?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verkäufer behält sich bis zur vollständigen Bezahlung des Kaufpreises das Eigentum vor.Der Käufer darf es nutzen und besitzen.,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Haftungsarten unterscheidet man?(3),VerschuldungshaftungVertragshaftungGefährdungshaftung,Ja wenn er frei is muss er sogar.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welche 3 Größen entscheiden über die beitragshöhe zur Unfallversicherung/Berufsgenossenschaft?,Arbeitsentgelte Beitragsfuß: 46Gefahrenklasse: 497Beitragsberechnung/Formel: Arbeitsentgelte x Beitragsfuß x Gefahrenklasse : 1000,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Kann sich der TuM-Unternehmer von der Mitgliedschaft der BG befreien lasse?,Ja solange er keine Arbeitnehmer beschäftigt,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Ist die Betriebshaftpflichtversicherung eine Pflichtversicherung?,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Kfz-Versicherungen sind vorgeschrieben?(1),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Nur die Kfz-Haftpflichtversicherung,Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Auf welche Summe ist die Haftung für beförderte Sachen beschränkt?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,1.000-00€,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Durch welches Gesetz wird die Arbeitszeit geregelt?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Durch das Arbeitszeitgesetz (ArbZG),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Für wen gilt das Arbeitszeitgesetz?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Arbeitnehmer,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wer muss Arbeitszeitnachweise führen?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Arbeitgeber,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Wann muss der Arbeitgeber einen Arbeitszeitnachweis für seine Arbeitnehmer führen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Wenn die tägliche Arbeitszeit von 8h überschritten wird. (2 Jahre aufbewahren),Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Was bedeutet tägliche Arbeitszeit?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Wenn die tägliche Arbeitszeit von 8h überschritten wird. (2 Jahre aufbewahren),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Nach wie viel Stunden Arbeitszeit muss wie viel Pause eingelegt werden?Wie kann sie Pausenzeit eingeteilt werden?,Bei vollständiger Besetzung min 50kg,Arbeitszeit 6-9h = min. 30 Minuten Pause Arbeitszeit mehr als 9h = 45 Minuten Pause Ruhepausen können in Zeitabschnitten von min. 15 Minuten aufgeteilt werdenlänger als 6h hintereinander ohne Ruhepause ist verboten,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Ruhezeiten gibt es im TuM-Gewerbe?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Min. 11h Ruhezeit kann auf 10h verkürzt werden wenn innerhalb von 4 Wochen eine andere Ruhezeit auf min. 12h verlängert wird,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welches ist die höchstzulässige Lenkzeit an einem Arbeitstag?Wie viele Stunden darf ein Fahrer ein Taxi/Mietwagen in einer Schicht lenken?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Es gibt keine Lenkzeitregelung für Fahrer von Pkw. Deshalb sind bis zu 10h Lenkzeit zulässigWenn im Durchschnitt 48h/Woche nicht überschritten werden.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Ja,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Für wen gelten die Bestimmungen zu den Lenk- & Ruhezeiten?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Für Fahrer von Fahrzeugen (Gütertransport) mit einem zulässigen Höchstgewicht von mehr als 35 Tonnen und Personenbeförderung mit mehr als 9 Sitzen.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was ist ein Nachtarbeitnehmer?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Arbeitnehmer der Nachtarbeit an min. 48 Tagen im Kalenderjahr leistet ist Nachtarbeitnehmer.,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Was ist die Nachtzeit?,Bei vollständiger Besetzung min 50kg,23-6 Uhr Nachtarbeit ist jede Arbeit die mehr als 2 Stunden der Nachtzeit umfasst,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welche Untersuchungen kann ein Nachtarbeitnehmer verlangen?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Alle 3 Jahre arbeitsmedizinische Untersuchungen auf den Kosten des Arbeitgebers.Ab 50. Lebensjahr jedes Jahr,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche TuM-Fahrer sind von den Vorschriften des Arbeitszeitgesetzes befreit?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Selbstfahrende Unternehmer,Ja,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wie lange darf ein Arbeitsvertrag ohne sachlichen Grund befristet sein?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Max. 2 Jahre Bei Arbeitnehmern die 52 Jahre / älter sind max. 5 Jahre.,Nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche sachlichen Gründe werden für die Befristung eines Arbeitsverhältnisses anerkannt?(4),An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,vorübergehender BedarfVertretung Eigenart der Arbeit Gründe des Arbeitnehmers,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Nenne wesentliche Inhalte eines Arbeitsvertrages?(7),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Beginn der Tätigkeit Probezeit & Kündigungszeittägliche Arbeitszeiten & PausenEntlohnung die Vergütung von Überstunden Zuschläge Urlaubsgeld Weihnachtsgeld Reisekosten Einsatzort TätigkeitsbeschreibungGeltung von TarifverträgenKündigungsfristen,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Sie wollen Ehefrau/Ehemann im Unternehmen einstellen.Was ist zu beachten? (4),Werkvertrag,muss tatsächlich mitarbeiten Vergütung muss angemessen seinSchriftlicher Arbeitsvertrag sollte vorliegen Sozialversicherung anmelden & bezahlen,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ja,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Nach welcher Beschäftigungsdauer hat Arbeitnehmer Anspruch auf den vollen Jahresurlaub?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Nach 6 Monaten (sog. Wartezeit),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Sie wollen ein weiteres Fahrzeug anschaffen & dazu einen Fahrer einstellen.Was muss beachtet werden? Welche Pflichten hat der Unternehmer?(10+5),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Vom Fahrer folgende Unterlagen:LohnsteuerbescheinigungSozialversicherungsausweisFührerschein PSchein Bankverbindung Unterlagen für vermögenswirksame Leistungen Lohnbuch und Arbeitszeitnachweise führen Bei SV (KV RV AV PV) anmelden SV-Beiträge zahlenBG-Beiträge zahlenArbeitsrecht & Sozialvorschriften einhalten,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Wie hoch ist der gesetzliche Mindesturlaub pro Jahr?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,24 Werktage 12 Tage am Stück ist muss,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Darf man Urlaub auszahlen?,Bei vollständiger Besetzung min 50kg,Beim Ausscheiden eines Mitarbeiters kann Urlaub ausgezahlt werden.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Kann wenn ein Mitarbeiter ausscheidet zu viel gewährter Urlaub zurückverlangt werden?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ja,Wenn keine Beförderungsabsicht vorliegt.,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welchen Sonderurlaub darf eine Schwangere beanspruchen?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,6 Wochen vor & 8 Wochen nach Entbindung,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Was ist eine Betriebsvereinbarung?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Vereinbarung zwischen Arbeitgeber und Betriebsrat etwa zu Arbeits- & Pausenzeit Urlaubsregelungen usw,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche Beiträge müssen an Krankenkassen des Arbeitnehmers gezahlt werden?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Kranken- Pflege- Renten- & Arbeitslosenversicherung Umlagen U1 U2 U3,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wozu zahlt man Umlagen U1 U2 U3 (INSO)?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,U1: Ausgleichsverfahren der Arbeitgeber-Aufwendungen bei Arbeitsunfähigkeit (Lohnfortzahlung bei Krankheit) betrifft nur Arbeitgeber mit bis zu 20 Arbeitnehmern (6 Wochen)U2: Ausgleichsverfahren der Arbeitgeber-Aufwendungen für Mutterschaftsleistungen betrifft grundsätzlich alle Arbeitnehmer.U3: Insolvenzgeldumlage Ausgleichsverfahren zu Finanzierung des Insolvenzgeldes.,Ja,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
4 Zweige der Sozialversicherung?Wer sind die Träger?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,KV: Krankenkasse PV: Pflegekasse RV: Bundes- und Landesversicherung Anstalt und Knappschaft AV: Arbeitsagentur (UV: Berufsgenossenschaft),Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Wer muss Beiträge der Sozialversicherung zahlen?,Arbeitgeber und Arbeitnehmer je zur Hälfte UV: Arbeitgeber allein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Muss ein TuM-Unternehmer Kranken- und Rentenversichern?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,KV: ja RV: nein,Nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was bedeutet „Entgeltfortzahlung“?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Arbeitgeber muss im Krankheitsfall den Lohn bis zu 6 Wochen weiter zahlen.,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
